SENTENCE_ID,ITEM_ID,LANGUAGE,PHENOMENON,TRIGGER_TYPE,CONDITION,SENTENCE,PRESUPPOSITION,DISTRACTOR,OPTION_A,OPTION_B,EXPECTED,COUNTERBALANCED,MODEL_RESPONSE,CORRECT,PROMPT
PDE-012,BN-PDE-012-NEG,BN,presupposition,possessed_definite,negated,এপ্রিলের রেস্তোরাঁ অ্যাডামকে অবাক করে না।,এপ্রিলের একটি রেস্তোরাঁ আছে।,বাক্যটি এপ্ সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি এপ্ সম্পর্কে কোনো পূর্বধারণা করে না।,এপ্রিলের একটি রেস্তোরাঁ আছে।,B,False,,,"বাক্য: ""এপ্রিলের রেস্তোরাঁ অ্যাডামকে অবাক করে না।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি এপ্ সম্পর্কে কোনো পূর্বধারণা করে না।
B) এপ্রিলের একটি রেস্তোরাঁ আছে।

শুধু A বা B লিখুন।"
PDE-013,BN-PDE-013-AFF,BN,presupposition,possessed_definite,affirmative,রুথের সিনেমা হল লরিকে বিরক্ত করেছিল।,রুথের একটি সিনেমা হল আছে।,বাক্যটি  সম্পর্কে কোনো পূর্বধারণা করে না।,রুথের একটি সিনেমা হল আছে।,বাক্যটি  সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""রুথের সিনেমা হল লরিকে বিরক্ত করেছিল।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) রুথের একটি সিনেমা হল আছে।
B) বাক্যটি  সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-013,BN-PDE-013-NEG,BN,presupposition,possessed_definite,negated,রুথের সিনেমা হল লরিকে বিরক্ত করেনি।,রুথের একটি সিনেমা হল আছে।,বাক্যটি  সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি  সম্পর্কে কোনো পূর্বধারণা করে না।,রুথের একটি সিনেমা হল আছে।,B,False,,,"বাক্য: ""রুথের সিনেমা হল লরিকে বিরক্ত করেনি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি  সম্পর্কে কোনো পূর্বধারণা করে না।
B) রুথের একটি সিনেমা হল আছে।

শুধু A বা B লিখুন।"
PDE-014,BN-PDE-014-AFF,BN,presupposition,possessed_definite,affirmative,স্টিভের বসরা পালিয়ে গিয়েছিল।,স্টিভের বস আছেন।,বাক্যটি স্টিভে সম্পর্কে কোনো পূর্বধারণা করে না।,স্টিভের বস আছেন।,বাক্যটি স্টিভে সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""স্টিভের বসরা পালিয়ে গিয়েছিল।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) স্টিভের বস আছেন।
B) বাক্যটি স্টিভে সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-014,BN-PDE-014-NEG,BN,presupposition,possessed_definite,negated,স্টিভের বসরা পালায়নি।,স্টিভের বস আছেন।,বাক্যটি স্টিভে সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি স্টিভে সম্পর্কে কোনো পূর্বধারণা করে না।,স্টিভের বস আছেন।,B,False,,,"বাক্য: ""স্টিভের বসরা পালায়নি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি স্টিভে সম্পর্কে কোনো পূর্বধারণা করে না।
B) স্টিভের বস আছেন।

শুধু A বা B লিখুন।"
PDE-015,BN-PDE-015-AFF,BN,presupposition,possessed_definite,affirmative,কেভিনের পিয়ানোর শিক্ষকরা কথা বলেন।,কেভিনের পিয়ানোর শিক্ষক আছেন।,বাক্যটি কেভিনে সম্পর্কে কোনো পূর্বধারণা করে না।,কেভিনের পিয়ানোর শিক্ষক আছেন।,বাক্যটি কেভিনে সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""কেভিনের পিয়ানোর শিক্ষকরা কথা বলেন।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) কেভিনের পিয়ানোর শিক্ষক আছেন।
B) বাক্যটি কেভিনে সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-015,BN-PDE-015-NEG,BN,presupposition,possessed_definite,negated,কেভিনের পিয়ানোর শিক্ষকরা কথা বলেন না।,কেভিনের পিয়ানোর শিক্ষক আছেন।,বাক্যটি কেভিনে সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি কেভিনে সম্পর্কে কোনো পূর্বধারণা করে না।,কেভিনের পিয়ানোর শিক্ষক আছেন।,B,False,,,"বাক্য: ""কেভিনের পিয়ানোর শিক্ষকরা কথা বলেন না।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি কেভিনে সম্পর্কে কোনো পূর্বধারণা করে না।
B) কেভিনের পিয়ানোর শিক্ষক আছেন।

শুধু A বা B লিখুন।"
PDE-016,BN-PDE-016-AFF,BN,presupposition,possessed_definite,affirmative,বেকার ছবিগুলো অ্যানকে বিভ্রান্ত করে।,বেকার ছবি আছে।,বাক্যটি বেকা সম্পর্কে কোনো পূর্বধারণা করে না।,বেকার ছবি আছে।,বাক্যটি বেকা সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""বেকার ছবিগুলো অ্যানকে বিভ্রান্ত করে।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বেকার ছবি আছে।
B) বাক্যটি বেকা সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-016,BN-PDE-016-NEG,BN,presupposition,possessed_definite,negated,বেকার ছবিগুলো অ্যানকে বিভ্রান্ত করে না।,বেকার ছবি আছে।,বাক্যটি বেকা সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি বেকা সম্পর্কে কোনো পূর্বধারণা করে না।,বেকার ছবি আছে।,B,False,,,"বাক্য: ""বেকার ছবিগুলো অ্যানকে বিভ্রান্ত করে না।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি বেকা সম্পর্কে কোনো পূর্বধারণা করে না।
B) বেকার ছবি আছে।

শুধু A বা B লিখুন।"
PDE-017,BN-PDE-017-AFF,BN,presupposition,possessed_definite,affirmative,ব্র্যাডের আলোগুলো হারিয়ে গিয়েছিল।,ব্র্যাডের আলো আছে।,বাক্যটি ব্ সম্পর্কে কোনো পূর্বধারণা করে না।,ব্র্যাডের আলো আছে।,বাক্যটি ব্ সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""ব্র্যাডের আলোগুলো হারিয়ে গিয়েছিল।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) ব্র্যাডের আলো আছে।
B) বাক্যটি ব্ সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-017,BN-PDE-017-NEG,BN,presupposition,possessed_definite,negated,ব্র্যাডের আলোগুলো হারিয়ে যায়নি।,ব্র্যাডের আলো আছে।,বাক্যটি ব্ সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি ব্ সম্পর্কে কোনো পূর্বধারণা করে না।,ব্র্যাডের আলো আছে।,B,False,,,"বাক্য: ""ব্র্যাডের আলোগুলো হারিয়ে যায়নি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি ব্ সম্পর্কে কোনো পূর্বধারণা করে না।
B) ব্র্যাডের আলো আছে।

শুধু A বা B লিখুন।"
PDE-018,BN-PDE-018-AFF,BN,presupposition,possessed_definite,affirmative,এই মেয়েদের ঘোড়াগুলো রোগীদের বিরক্ত করে।,এই মেয়েদের ঘোড়া আছে।,বাক্যটি এই মেয়েদে সম্পর্কে কোনো পূর্বধারণা করে না।,এই মেয়েদের ঘোড়া আছে।,বাক্যটি এই মেয়েদে সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""এই মেয়েদের ঘোড়াগুলো রোগীদের বিরক্ত করে।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) এই মেয়েদের ঘোড়া আছে।
B) বাক্যটি এই মেয়েদে সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-018,BN-PDE-018-NEG,BN,presupposition,possessed_definite,negated,এই মেয়েদের ঘোড়াগুলো রোগীদের বিরক্ত করে না।,এই মেয়েদের ঘোড়া আছে।,বাক্যটি এই মেয়েদে সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি এই মেয়েদে সম্পর্কে কোনো পূর্বধারণা করে না।,এই মেয়েদের ঘোড়া আছে।,B,False,,,"বাক্য: ""এই মেয়েদের ঘোড়াগুলো রোগীদের বিরক্ত করে না।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি এই মেয়েদে সম্পর্কে কোনো পূর্বধারণা করে না।
B) এই মেয়েদের ঘোড়া আছে।

শুধু A বা B লিখুন।"
PDE-019,BN-PDE-019-AFF,BN,presupposition,possessed_definite,affirmative,ডায়ানার হ্রদগুলো দেখা গিয়েছিল।,ডায়ানার হ্রদ আছে।,বাক্যটি ডায়ানা সম্পর্কে কোনো পূর্বধারণা করে না।,ডায়ানার হ্রদ আছে।,বাক্যটি ডায়ানা সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""ডায়ানার হ্রদগুলো দেখা গিয়েছিল।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) ডায়ানার হ্রদ আছে।
B) বাক্যটি ডায়ানা সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-019,BN-PDE-019-NEG,BN,presupposition,possessed_definite,negated,ডায়ানার হ্রদগুলো দেখা যায়নি।,ডায়ানার হ্রদ আছে।,বাক্যটি ডায়ানা সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি ডায়ানা সম্পর্কে কোনো পূর্বধারণা করে না।,ডায়ানার হ্রদ আছে।,B,False,,,"বাক্য: ""ডায়ানার হ্রদগুলো দেখা যায়নি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি ডায়ানা সম্পর্কে কোনো পূর্বধারণা করে না।
B) ডায়ানার হ্রদ আছে।

শুধু A বা B লিখুন।"
PDE-020,BN-PDE-020-AFF,BN,presupposition,possessed_definite,affirmative,মেলানির সংবাদপত্রের নিবন্ধটি পড়ে গিয়েছিল।,মেলানির একটি সংবাদপত্রের নিবন্ধ আছে।,বাক্যটি মেলানি সম্পর্কে কোনো পূর্বধারণা করে না।,মেলানির একটি সংবাদপত্রের নিবন্ধ আছে।,বাক্যটি মেলানি সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""মেলানির সংবাদপত্রের নিবন্ধটি পড়ে গিয়েছিল।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) মেলানির একটি সংবাদপত্রের নিবন্ধ আছে।
B) বাক্যটি মেলানি সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-020,BN-PDE-020-NEG,BN,presupposition,possessed_definite,negated,মেলানির সংবাদপত্রের নিবন্ধটি পড়ে যায়নি।,মেলানির একটি সংবাদপত্রের নিবন্ধ আছে।,বাক্যটি মেলানি সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি মেলানি সম্পর্কে কোনো পূর্বধারণা করে না।,মেলানির একটি সংবাদপত্রের নিবন্ধ আছে।,B,False,,,"বাক্য: ""মেলানির সংবাদপত্রের নিবন্ধটি পড়ে যায়নি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি মেলানি সম্পর্কে কোনো পূর্বধারণা করে না।
B) মেলানির একটি সংবাদপত্রের নিবন্ধ আছে।

শুধু A বা B লিখুন।"
PDE-021,BN-PDE-021-AFF,BN,presupposition,possessed_definite,affirmative,মার্কাসের নাকটি সেই ছবির মতো দেখতে।,মার্কাসের একটি নাক আছে।,বাক্যটি মা সম্পর্কে কোনো পূর্বধারণা করে না।,মার্কাসের একটি নাক আছে।,বাক্যটি মা সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""মার্কাসের নাকটি সেই ছবির মতো দেখতে।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) মার্কাসের একটি নাক আছে।
B) বাক্যটি মা সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-021,BN-PDE-021-NEG,BN,presupposition,possessed_definite,negated,মার্কাসের নাকটি সেই ছবির মতো দেখতে না।,মার্কাসের একটি নাক আছে।,বাক্যটি মা সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি মা সম্পর্কে কোনো পূর্বধারণা করে না।,মার্কাসের একটি নাক আছে।,B,False,,,"বাক্য: ""মার্কাসের নাকটি সেই ছবির মতো দেখতে না।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি মা সম্পর্কে কোনো পূর্বধারণা করে না।
B) মার্কাসের একটি নাক আছে।

শুধু A বা B লিখুন।"
PDE-022,BN-PDE-022-AFF,BN,presupposition,possessed_definite,affirmative,বেভারলির মেন্টর বিলকে লুকিয়ে রাখেন।,বেভারলির একজন মেন্টর আছেন।,বাক্যটি বেভা সম্পর্কে কোনো পূর্বধারণা করে না।,বেভারলির একজন মেন্টর আছেন।,বাক্যটি বেভা সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""বেভারলির মেন্টর বিলকে লুকিয়ে রাখেন।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বেভারলির একজন মেন্টর আছেন।
B) বাক্যটি বেভা সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-022,BN-PDE-022-NEG,BN,presupposition,possessed_definite,negated,বেভারলির মেন্টর বিলকে লুকিয়ে রাখেন না।,বেভারলির একজন মেন্টর আছেন।,বাক্যটি বেভা সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি বেভা সম্পর্কে কোনো পূর্বধারণা করে না।,বেভারলির একজন মেন্টর আছেন।,B,False,,,"বাক্য: ""বেভারলির মেন্টর বিলকে লুকিয়ে রাখেন না।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি বেভা সম্পর্কে কোনো পূর্বধারণা করে না।
B) বেভারলির একজন মেন্টর আছেন।

শুধু A বা B লিখুন।"
PDE-023,BN-PDE-023-AFF,BN,presupposition,possessed_definite,affirmative,র‍্যান্ডলফের বয়ফ্রেন্ড রোন্ডাকে সুস্থ করেন।,র‍্যান্ডলফের একজন বয়ফ্রেন্ড আছেন।,বাক্যটি  সম্পর্কে কোনো পূর্বধারণা করে না।,র‍্যান্ডলফের একজন বয়ফ্রেন্ড আছেন।,বাক্যটি  সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""র‍্যান্ডলফের বয়ফ্রেন্ড রোন্ডাকে সুস্থ করেন।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) র‍্যান্ডলফের একজন বয়ফ্রেন্ড আছেন।
B) বাক্যটি  সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-023,BN-PDE-023-NEG,BN,presupposition,possessed_definite,negated,র‍্যান্ডলফের বয়ফ্রেন্ড রোন্ডাকে সুস্থ করেন না।,র‍্যান্ডলফের একজন বয়ফ্রেন্ড আছেন।,বাক্যটি  সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি  সম্পর্কে কোনো পূর্বধারণা করে না।,র‍্যান্ডলফের একজন বয়ফ্রেন্ড আছেন।,B,False,,,"বাক্য: ""র‍্যান্ডলফের বয়ফ্রেন্ড রোন্ডাকে সুস্থ করেন না।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি  সম্পর্কে কোনো পূর্বধারণা করে না।
B) র‍্যান্ডলফের একজন বয়ফ্রেন্ড আছেন।

শুধু A বা B লিখুন।"
PDE-024,BN-PDE-024-AFF,BN,presupposition,possessed_definite,affirmative,কিথের প্রাক্তন গার্লফ্রেন্ডরা জ্যাকেলিনকে বিরক্ত করেছিল।,কিথের প্রাক্তন গার্লফ্রেন্ড আছে।,বাক্যটি কিথে সম্পর্কে কোনো পূর্বধারণা করে না।,কিথের প্রাক্তন গার্লফ্রেন্ড আছে।,বাক্যটি কিথে সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""কিথের প্রাক্তন গার্লফ্রেন্ডরা জ্যাকেলিনকে বিরক্ত করেছিল।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) কিথের প্রাক্তন গার্লফ্রেন্ড আছে।
B) বাক্যটি কিথে সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-024,BN-PDE-024-NEG,BN,presupposition,possessed_definite,negated,কিথের প্রাক্তন গার্লফ্রেন্ডরা জ্যাকেলিনকে বিরক্ত করেনি।,কিথের প্রাক্তন গার্লফ্রেন্ড আছে।,বাক্যটি কিথে সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি কিথে সম্পর্কে কোনো পূর্বধারণা করে না।,কিথের প্রাক্তন গার্লফ্রেন্ড আছে।,B,False,,,"বাক্য: ""কিথের প্রাক্তন গার্লফ্রেন্ডরা জ্যাকেলিনকে বিরক্ত করেনি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি কিথে সম্পর্কে কোনো পূর্বধারণা করে না।
B) কিথের প্রাক্তন গার্লফ্রেন্ড আছে।

শুধু A বা B লিখুন।"
PDE-025,BN-PDE-025-AFF,BN,presupposition,possessed_definite,affirmative,ট্যামির স্কুল জানতে পারে কে মাথা নাড়াতে পারে।,ট্যামির একটি স্কুল আছে।,বাক্যটি ট্যামি সম্পর্কে কোনো পূর্বধারণা করে না।,ট্যামির একটি স্কুল আছে।,বাক্যটি ট্যামি সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""ট্যামির স্কুল জানতে পারে কে মাথা নাড়াতে পারে।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) ট্যামির একটি স্কুল আছে।
B) বাক্যটি ট্যামি সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-025,BN-PDE-025-NEG,BN,presupposition,possessed_definite,negated,ট্যামির স্কুল জানতে পারে না কে মাথা নাড়াতে পারে।,ট্যামির একটি স্কুল আছে।,বাক্যটি ট্যামি সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি ট্যামি সম্পর্কে কোনো পূর্বধারণা করে না।,ট্যামির একটি স্কুল আছে।,B,False,,,"বাক্য: ""ট্যামির স্কুল জানতে পারে না কে মাথা নাড়াতে পারে।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি ট্যামি সম্পর্কে কোনো পূর্বধারণা করে না।
B) ট্যামির একটি স্কুল আছে।

শুধু A বা B লিখুন।"
